period_begin,period_end,state,property_type,median_sale_price,homes_sold
2019-10-01,2019-10-31,Mississippi,All Residential,176800,1327
2015-06-01,2015-06-30,Massachusetts,Single Family Residential,377600,6342
2012-04-01,2012-04-30,Vermont,All Residential,196700,394
2017-09-01,2017-09-30,Nevada,Condo/Co-op,130000,441
2017-07-01,2017-07-31,California,All Residential,544200,33485
2014-03-01,2014-03-31,Utah,Townhouse,179600,269
2014-11-01,2014-11-30,Colorado,All Residential,293300,5480
2020-01-01,2020-01-31,Hawaii,All Residential,583700,1152
2014-06-01,2014-06-30,Delaware,Condo/Co-op,157400,68
2018-06-01,2018-06-30,Vermont,All Residential,231800,931
2017-04-01,2017-04-30,Minnesota,Single Family Residential,241300,4860
2022-03-01,2022-03-31,Massachusetts,Multi-Family (2-4 Unit),627400,536
2014-02-01,2014-02-28,Alabama,Condo/Co-op,251200,170
2017-06-01,2017-06-30,California,Single Family Residential,564200,31212
2020-04-01,2020-04-30,Kansas,All Residential,239800,1956
2019-10-01,2019-10-31,Ohio,Single Family Residential,168700,11213
2019-11-01,2019-11-30,New Jersey,Single Family Residential,327600,7227
2022-05-01,2022-05-31,New Hampshire,Single Family Residential,456800,1228
2015-12-01,2015-12-31,Tennessee,Condo/Co-op,181800,167
2013-11-01,2013-11-30,Indiana,Multi-Family (2-4 Unit),32100,34
2022-04-01,2022-04-30,Washington,Townhouse,723800,647
2015-09-01,2015-09-30,Maine,Condo/Co-op,175400,14
2018-11-01,2018-11-30,Columbia,Multi-Family (2-4 Unit),650000,13
2016-01-01,2016-01-31,Utah,Townhouse,195600,247
2020-01-01,2020-01-31,South Dakota,Townhouse,240200,24
2017-04-01,2017-04-30,Wisconsin,All Residential,177600,6489
2014-04-01,2014-04-30,Alabama,Townhouse,130600,84
2016-11-01,2016-11-30,Texas,Townhouse,233000,549
2021-03-01,2021-03-31,Ohio,Condo/Co-op,172500,1163
2017-10-01,2017-10-31,Arizona,Townhouse,188700,793
2018-04-01,2018-04-30,Columbia,Single Family Residential,950000,118
2018-04-01,2018-04-30,South Carolina,Single Family Residential,246000,4119
2016-01-01,2016-01-31,Colorado,Condo/Co-op,213500,594
2012-12-01,2012-12-31,New York,Townhouse,161500,128
2016-07-01,2016-07-31,Utah,Condo/Co-op,233000,402
2018-12-01,2018-12-31,Minnesota,Multi-Family (2-4 Unit),252100,119
2020-02-01,2020-02-29,Louisiana,Multi-Family (2-4 Unit),235900,86
2022-02-01,2022-02-28,Alaska,All Residential,331000,473
2022-01-01,2022-01-31,Missouri,Condo/Co-op,180100,262
2015-09-01,2015-09-30,Texas,Single Family Residential,208800,21061
2021-10-01,2021-10-31,West Virginia,Townhouse,224000,67
2017-05-01,2017-05-31,Arkansas,Multi-Family (2-4 Unit),121100,16
2021-02-01,2021-02-28,Rhode Island,Condo/Co-op,254600,157
2012-01-01,2012-01-31,Arizona,Single Family Residential,132900,6501
2012-10-01,2012-10-31,South Dakota,Townhouse,145500,43
2018-11-01,2018-11-30,Oregon,Townhouse,316300,189
2013-04-01,2013-04-30,Tennessee,Townhouse,89000,2
2019-08-01,2019-08-31,Arkansas,Condo/Co-op,149700,59
2021-10-01,2021-10-31,California,Single Family Residential,779700,28207
2018-07-01,2018-07-31,Indiana,Single Family Residential,187100,4852
2013-05-01,2013-05-31,Wisconsin,Single Family Residential,123600,2070
2015-01-01,2015-01-31,Kansas,Condo/Co-op,87900,16
2019-10-01,2019-10-31,Ohio,Condo/Co-op,151900,1110
2017-07-01,2017-07-31,Indiana,Single Family Residential,174800,4595
2019-12-01,2019-12-31,Hawaii,Condo/Co-op,443900,631
2019-04-01,2019-04-30,Washington,Single Family Residential,452300,7868
2020-11-01,2020-11-30,California,Townhouse,666300,1627
2018-11-01,2018-11-30,Pennsylvania,Multi-Family (2-4 Unit),134200,259
2020-01-01,2020-01-31,Ohio,Multi-Family (2-4 Unit),99200,298
2013-09-01,2013-09-30,Alaska,Condo/Co-op,202200,122
2016-09-01,2016-09-30,Missouri,Multi-Family (2-4 Unit),98800,90
2012-08-01,2012-08-31,Maryland,Multi-Family (2-4 Unit),138300,8
2019-09-01,2019-09-30,Massachusetts,Condo/Co-op,433600,1124
2018-07-01,2018-07-31,California,Condo/Co-op,491600,5005
2020-12-01,2020-12-31,West Virginia,Single Family Residential,245700,412
2017-07-01,2017-07-31,Columbia,Multi-Family (2-4 Unit),760000,20
2016-08-01,2016-08-31,Idaho,Multi-Family (2-4 Unit),246400,37
2019-10-01,2019-10-31,South Dakota,Condo/Co-op,172700,12
2014-04-01,2014-04-30,Delaware,Single Family Residential,216400,395
2021-12-01,2021-12-31,Pennsylvania,All Residential,261200,12072
2017-08-01,2017-08-31,Tennessee,All Residential,226200,8125
2018-07-01,2018-07-31,Rhode Island,Multi-Family (2-4 Unit),252300,172
2017-03-01,2017-03-31,Mississippi,Condo/Co-op,151500,22
2015-01-01,2015-01-31,New York,All Residential,219300,4586
2013-06-01,2013-06-30,Iowa,Condo/Co-op,128800,156
2012-01-01,2012-01-31,Vermont,Multi-Family (2-4 Unit),325000,1
2019-01-01,2019-01-31,Ohio,Single Family Residential,146700,6449
2014-01-01,2014-01-31,New Hampshire,Townhouse,171100,78
2012-11-01,2012-11-30,Nebraska,Townhouse,145600,96
2012-01-01,2012-01-31,Alaska,Condo/Co-op,188500,36
2016-06-01,2016-06-30,Washington,Single Family Residential,371100,10468
2019-05-01,2019-05-31,Missouri,All Residential,194300,6670
2019-06-01,2019-06-30,Kansas,All Residential,236500,2694
2016-07-01,2016-07-31,Washington,All Residential,355800,11427
2021-06-01,2021-06-30,Maine,Multi-Family (2-4 Unit),304200,124
2020-10-01,2020-10-31,Georgia,Multi-Family (2-4 Unit),253700,73
2018-07-01,2018-07-31,Indiana,Multi-Family (2-4 Unit),92700,60
2012-11-01,2012-11-30,Michigan,Single Family Residential,108400,6098
2015-12-01,2015-12-31,Utah,All Residential,243900,3440
2019-08-01,2019-08-31,Florida,All Residential,256600,36668
2019-09-01,2019-09-30,Florida,Condo/Co-op,182100,6415
2015-01-01,2015-01-31,Nevada,Condo/Co-op,90500,302
2017-10-01,2017-10-31,Tennessee,Single Family Residential,224000,6489
2017-10-01,2017-10-31,Oregon,Townhouse,323500,201
2019-01-01,2019-01-31,South Dakota,Multi-Family (2-4 Unit),163000,3
2018-02-01,2018-02-28,New Mexico,Townhouse,319800,13
2014-04-01,2014-04-30,North Carolina,Multi-Family (2-4 Unit),206500,23
2013-07-01,2013-07-31,New Hampshire,All Residential,220900,1932
2020-06-01,2020-06-30,Illinois,Multi-Family (2-4 Unit),262600,300
2020-09-01,2020-09-30,Kansas,Single Family Residential,263300,2370
2014-02-01,2014-02-28,South Carolina,Condo/Co-op,118600,375
2022-03-01,2022-03-31,Idaho,All Residential,500600,2113
2013-05-01,2013-05-31,Alabama,All Residential,160600,2906
2017-05-01,2017-05-31,Idaho,Single Family Residential,230300,2331
2015-11-01,2015-11-30,Utah,Single Family Residential,273900,2238
2015-01-01,2015-01-31,South Dakota,Multi-Family (2-4 Unit),67500,13
2018-03-01,2018-03-31,Nevada,Single Family Residential,293200,4141
2014-07-01,2014-07-31,Massachusetts,Townhouse,311300,712
2018-05-01,2018-05-31,West Virginia,Townhouse,167800,63
2019-03-01,2019-03-31,Missouri,Townhouse,130800,74
2016-07-01,2016-07-31,Massachusetts,Townhouse,337100,735
2012-10-01,2012-10-31,Delaware,Condo/Co-op,142300,34
2018-04-01,2018-04-30,California,Condo/Co-op,488400,4879
2012-02-01,2012-02-29,Colorado,Townhouse,212500,170
2015-03-01,2015-03-31,Mississippi,Townhouse,124600,28
2020-12-01,2020-12-31,Arizona,Multi-Family (2-4 Unit),408600,101
2021-08-01,2021-08-31,Washington,All Residential,581800,12952
2020-05-01,2020-05-31,Georgia,Condo/Co-op,227500,366
2019-06-01,2019-06-30,Hawaii,All Residential,562500,1337
2016-03-01,2016-03-31,Washington,Single Family Residential,354500,6957
2021-11-01,2021-11-30,Maine,Single Family Residential,305400,1710
2020-04-01,2020-04-30,Washington,Condo/Co-op,351500,685
2013-05-01,2013-05-31,New York,Townhouse,141300,143
2020-02-01,2020-02-29,Utah,Multi-Family (2-4 Unit),409900,33
2015-11-01,2015-11-30,Connecticut,Condo/Co-op,135600,254
2014-10-01,2014-10-31,Ohio,Townhouse,140600,69
2020-09-01,2020-09-30,New Hampshire,Condo/Co-op,260200,320
2022-04-01,2022-04-30,Illinois,Multi-Family (2-4 Unit),331800,600
2016-11-01,2016-11-30,New Mexico,Single Family Residential,329700,169
2013-05-01,2013-05-31,Missouri,All Residential,128600,2352
2017-01-01,2017-01-31,Kansas,Multi-Family (2-4 Unit),152400,24
2012-07-01,2012-07-31,Indiana,Multi-Family (2-4 Unit),30100,49
2015-03-01,2015-03-31,Nebraska,All Residential,154700,1366
2012-08-01,2012-08-31,Arizona,Condo/Co-op,90100,552
2014-02-01,2014-02-28,Georgia,Multi-Family (2-4 Unit),146000,23
2016-04-01,2016-04-30,Missouri,Townhouse,107300,66
2019-09-01,2019-09-30,New Jersey,Multi-Family (2-4 Unit),366300,621
2021-06-01,2021-06-30,Maryland,Townhouse,302500,3581
2018-01-01,2018-01-31,Nebraska,Multi-Family (2-4 Unit),140900,15
2017-09-01,2017-09-30,Texas,Single Family Residential,236400,21927
2018-08-01,2018-08-31,Pennsylvania,Condo/Co-op,213700,717
2015-05-01,2015-05-31,Louisiana,Multi-Family (2-4 Unit),164800,114
2017-08-01,2017-08-31,Columbia,All Residential,540900,891
2022-03-01,2022-03-31,Iowa,Multi-Family (2-4 Unit),211800,12
2013-03-01,2013-03-31,Illinois,Multi-Family (2-4 Unit),119400,400
2014-06-01,2014-06-30,Maine,Multi-Family (2-4 Unit),148300,3
2015-02-01,2015-02-28,Oregon,Multi-Family (2-4 Unit),231300,61
2013-01-01,2013-01-31,Kansas,Condo/Co-op,85500,25
2021-02-01,2021-02-28,Vermont,Townhouse,316100,41
2014-09-01,2014-09-30,Delaware,All Residential,204700,661
2020-07-01,2020-07-31,Vermont,Single Family Residential,270300,936
2019-02-01,2019-02-28,New Mexico,All Residential,350800,177
2012-01-01,2012-01-31,Delaware,Condo/Co-op,113500,22
2020-08-01,2020-08-31,Utah,Condo/Co-op,337700,547
2022-04-01,2022-04-30,New Hampshire,Condo/Co-op,353900,213
2014-12-01,2014-12-31,Connecticut,Single Family Residential,203700,1367
2021-03-01,2021-03-31,New Hampshire,Single Family Residential,354600,1058
2018-06-01,2018-06-30,Pennsylvania,Multi-Family (2-4 Unit),128200,278
2022-03-01,2022-03-31,Tennessee,Single Family Residential,377500,7164
2012-08-01,2012-08-31,Alabama,Condo/Co-op,237800,108
2019-06-01,2019-06-30,Kentucky,All Residential,197700,3574
2019-02-01,2019-02-28,Illinois,All Residential,201500,7945
2017-11-01,2017-11-30,Kentucky,Single Family Residential,170600,2426
2015-03-01,2015-03-31,Hawaii,All Residential,485500,1090
2015-07-01,2015-07-31,Kentucky,Condo/Co-op,117900,335
2019-01-01,2019-01-31,Columbia,Multi-Family (2-4 Unit),717000,9
2014-06-01,2014-06-30,Pennsylvania,All Residential,196100,10767
2020-08-01,2020-08-31,Maryland,All Residential,346100,9114
2018-08-01,2018-08-31,Nevada,Condo/Co-op,161400,638
2021-03-01,2021-03-31,Hawaii,Single Family Residential,755400,824
2017-07-01,2017-07-31,Iowa,All Residential,187800,1451
2016-12-01,2016-12-31,Wisconsin,All Residential,165900,5468
2020-11-01,2020-11-30,Mississippi,Townhouse,237500,16
2014-07-01,2014-07-31,Columbia,Townhouse,644000,331
2019-06-01,2019-06-30,Colorado,Condo/Co-op,298800,1081
2018-01-01,2018-01-31,New Jersey,Condo/Co-op,283700,871
2017-09-01,2017-09-30,Columbia,Multi-Family (2-4 Unit),565500,16
2013-08-01,2013-08-31,Alaska,Condo/Co-op,207200,102
2020-08-01,2020-08-31,Nevada,Condo/Co-op,169200,491
2022-05-01,2022-05-31,South Dakota,Townhouse,262800,44
2012-08-01,2012-08-31,Washington,Condo/Co-op,164300,742
2014-05-01,2014-05-31,Maryland,Single Family Residential,346200,3762
2015-11-01,2015-11-30,Texas,All Residential,205400,16412
2014-03-01,2014-03-31,New Hampshire,Townhouse,164900,98
2021-09-01,2021-09-30,Washington,Townhouse,598500,835
2019-03-01,2019-03-31,Connecticut,All Residential,238900,3252
2019-02-01,2019-02-28,Maine,Single Family Residential,215700,789
2013-04-01,2013-04-30,Georgia,Multi-Family (2-4 Unit),111400,46
2015-09-01,2015-09-30,Indiana,Condo/Co-op,127400,314
2012-09-01,2012-09-30,New Hampshire,Single Family Residential,198200,1123
2020-08-01,2020-08-31,Virginia,Single Family Residential,382400,9764
2012-04-01,2012-04-30,Texas,All Residential,162500,17169
2013-08-01,2013-08-31,Iowa,Multi-Family (2-4 Unit),109500,3
2015-09-01,2015-09-30,Utah,All Residential,245000,3958
2014-03-01,2014-03-31,Nevada,All Residential,186200,3940
2021-05-01,2021-05-31,South Dakota,Condo/Co-op,156200,17
2019-03-01,2019-03-31,Iowa,All Residential,197900,1000
2015-07-01,2015-07-31,Wisconsin,Multi-Family (2-4 Unit),107900,63
2013-10-01,2013-10-31,Utah,Condo/Co-op,204500,301
2016-01-01,2016-01-31,Massachusetts,Single Family Residential,338100,3277
2017-03-01,2017-03-31,New York,Single Family Residential,292400,6721
2013-10-01,2013-10-31,Delaware,Townhouse,150800,132
2012-03-01,2012-03-31,Arkansas,Condo/Co-op,156000,6
2018-07-01,2018-07-31,Kansas,Condo/Co-op,117700,30
2018-08-01,2018-08-31,Indiana,Multi-Family (2-4 Unit),73700,77
2014-12-01,2014-12-31,Vermont,All Residential,200700,587
2021-10-01,2021-10-31,North Carolina,All Residential,321200,12820
2012-12-01,2012-12-31,West Virginia,All Residential,139400,237
2018-04-01,2018-04-30,Hawaii,Single Family Residential,653200,594
2013-09-01,2013-09-30,Pennsylvania,Condo/Co-op,179300,509
2019-07-01,2019-07-31,Arkansas,Condo/Co-op,146200,64
2014-05-01,2014-05-31,Maine,Condo/Co-op,176600,17
2014-09-01,2014-09-30,West Virginia,Single Family Residential,162100,253
2012-08-01,2012-08-31,Washington,Townhouse,240100,340
2016-01-01,2016-01-31,Iowa,Single Family Residential,169700,661
2012-06-01,2012-06-30,Vermont,Townhouse,234100,53
2013-04-01,2013-04-30,Illinois,Multi-Family (2-4 Unit),120200,429
2012-09-01,2012-09-30,Mississippi,All Residential,127100,828
2022-05-01,2022-05-31,Wisconsin,Single Family Residential,291800,5500
2018-05-01,2018-05-31,Idaho,Multi-Family (2-4 Unit),275600,35
2015-02-01,2015-02-28,Louisiana,All Residential,180100,1926
2012-09-01,2012-09-30,Rhode Island,All Residential,187500,880
2013-01-01,2013-01-31,Kentucky,Multi-Family (2-4 Unit),111400,20
2020-09-01,2020-09-30,Columbia,All Residential,645000,956
2017-10-01,2017-10-31,Hawaii,Single Family Residential,618800,729
2012-02-01,2012-02-29,Arizona,Condo/Co-op,73400,612
2020-05-01,2020-05-31,Ohio,Single Family Residential,187500,9673
2020-08-01,2020-08-31,Tennessee,Condo/Co-op,243900,349
2014-11-01,2014-11-30,Michigan,Single Family Residential,122700,7381
2014-08-01,2014-08-31,Vermont,Townhouse,243100,61
2014-05-01,2014-05-31,Utah,Single Family Residential,241300,2910
2012-10-01,2012-10-31,Columbia,Multi-Family (2-4 Unit),392500,14
2022-02-01,2022-02-28,Louisiana,All Residential,252000,3376
2021-03-01,2021-03-31,Hawaii,Condo/Co-op,501100,945
2016-04-01,2016-04-30,Iowa,Single Family Residential,177200,1100
2020-05-01,2020-05-31,Arizona,Condo/Co-op,194200,542
2021-02-01,2021-02-28,Tennessee,All Residential,287700,6134
2013-03-01,2013-03-31,Illinois,Townhouse,132300,968
2013-07-01,2013-07-31,Kentucky,Condo/Co-op,112400,285
2015-12-01,2015-12-31,Mississippi,Single Family Residential,149700,945
2014-05-01,2014-05-31,Ohio,Condo/Co-op,115900,1284
2020-04-01,2020-04-30,Massachusetts,Single Family Residential,453900,3503
2020-06-01,2020-06-30,Vermont,Condo/Co-op,255800,45
2017-09-01,2017-09-30,South Carolina,Multi-Family (2-4 Unit),202800,15
2013-05-01,2013-05-31,Wisconsin,Multi-Family (2-4 Unit),84900,49
2019-09-01,2019-09-30,Nebraska,Multi-Family (2-4 Unit),155900,10
2014-04-01,2014-04-30,Louisiana,Townhouse,169400,28
2013-06-01,2013-06-30,North Carolina,Multi-Family (2-4 Unit),165800,9
2018-09-01,2018-09-30,Oregon,Single Family Residential,350600,4305
2017-04-01,2017-04-30,Ohio,Condo/Co-op,130900,1114
2012-09-01,2012-09-30,Texas,All Residential,163300,16568
2021-12-01,2021-12-31,Alabama,Single Family Residential,276700,3718
2019-08-01,2019-08-31,Indiana,Townhouse,190500,71
2013-11-01,2013-11-30,Delaware,Single Family Residential,208900,409
2013-02-01,2013-02-28,New Hampshire,Single Family Residential,190400,678
2015-10-01,2015-10-31,Virginia,All Residential,283400,8421
2013-03-01,2013-03-31,South Carolina,All Residential,168500,2896
2020-12-01,2020-12-31,Oregon,Condo/Co-op,294100,384
2019-03-01,2019-03-31,Florida,All Residential,249600,34944
2015-04-01,2015-04-30,West Virginia,Townhouse,143200,52
2021-02-01,2021-02-28,New York,All Residential,459900,10709
2018-05-01,2018-05-31,Kansas,Condo/Co-op,143300,40
2019-11-01,2019-11-30,Washington,Condo/Co-op,341600,773
2022-05-01,2022-05-31,Iowa,Single Family Residential,280900,1235
2022-03-01,2022-03-31,Ohio,Single Family Residential,217300,9531
2017-09-01,2017-09-30,Oklahoma,Multi-Family (2-4 Unit),151500,29
2016-01-01,2016-01-31,Nebraska,Townhouse,182300,62
2022-02-01,2022-02-28,Florida,All Residential,371900,35202
2017-03-01,2017-03-31,Washington,All Residential,369000,9601
2020-11-01,2020-11-30,Alabama,All Residential,234800,3600
2020-02-01,2020-02-29,New Mexico,Townhouse,294800,16
2014-04-01,2014-04-30,Texas,Condo/Co-op,151200,950
2015-02-01,2015-02-28,Oregon,Townhouse,244300,128
2014-10-01,2014-10-31,North Carolina,Single Family Residential,190900,6692
2015-06-01,2015-06-30,Michigan,Condo/Co-op,131600,1893
2017-04-01,2017-04-30,Alabama,Single Family Residential,182100,2866
2021-06-01,2021-06-30,Utah,Condo/Co-op,427500,505
2018-05-01,2018-05-31,North Carolina,Single Family Residential,245400,11187
2016-12-01,2016-12-31,South Dakota,Condo/Co-op,240600,11
2019-03-01,2019-03-31,Massachusetts,Single Family Residential,405200,3493
2021-06-01,2021-06-30,Washington,Single Family Residential,619800,11342
2021-12-01,2021-12-31,California,Multi-Family (2-4 Unit),954600,1263
2019-05-01,2019-05-31,New York,Multi-Family (2-4 Unit),554400,868
2013-10-01,2013-10-31,Arkansas,All Residential,130800,1047
2012-06-01,2012-06-30,Indiana,All Residential,136700,3806
2015-04-01,2015-04-30,Vermont,Single Family Residential,214200,444
2012-03-01,2012-03-31,Arkansas,Single Family Residential,128600,124
2020-01-01,2020-01-31,Virginia,Multi-Family (2-4 Unit),187700,45
2017-10-01,2017-10-31,Iowa,All Residential,191300,1257
2019-03-01,2019-03-31,Mississippi,Condo/Co-op,179000,23
2019-11-01,2019-11-30,Arkansas,Single Family Residential,182300,1974
2013-04-01,2013-04-30,Hawaii,Condo/Co-op,336400,520
2015-10-01,2015-10-31,Vermont,Single Family Residential,200500,620
2018-11-01,2018-11-30,Oregon,Single Family Residential,345200,4032
2016-01-01,2016-01-31,Texas,All Residential,201500,14259
2020-02-01,2020-02-29,Oklahoma,Townhouse,154000,20
2021-10-01,2021-10-31,Texas,Townhouse,292600,889
2016-07-01,2016-07-31,Delaware,Townhouse,174100,166
2021-02-01,2021-02-28,Mississippi,Condo/Co-op,178600,19
2014-05-01,2014-05-31,Oklahoma,Single Family Residential,148900,3579
2016-08-01,2016-08-31,Vermont,Multi-Family (2-4 Unit),187400,13
2015-04-01,2015-04-30,Washington,Single Family Residential,332600,7396
2018-06-01,2018-06-30,Ohio,Condo/Co-op,146700,1451
2018-05-01,2018-05-31,Alabama,Condo/Co-op,245200,239
2017-09-01,2017-09-30,Michigan,Condo/Co-op,162700,1387
2012-01-01,2012-01-31,Louisiana,Townhouse,123000,12
2015-05-01,2015-05-31,Nevada,Condo/Co-op,93900,375
2017-05-01,2017-05-31,Virginia,Multi-Family (2-4 Unit),152700,62
2013-01-01,2013-01-31,West Virginia,Townhouse,113100,20
2021-12-01,2021-12-31,Illinois,Multi-Family (2-4 Unit),332400,674
2013-05-01,2013-05-31,Florida,Townhouse,135500,2426
2020-10-01,2020-10-31,Georgia,All Residential,284700,14756
2020-09-01,2020-09-30,South Carolina,Single Family Residential,290400,5408
2012-11-01,2012-11-30,Oklahoma,Condo/Co-op,94100,47
2020-10-01,2020-10-31,Michigan,All Residential,209000,13994
2016-12-01,2016-12-31,California,Single Family Residential,499900,23626
2016-06-01,2016-06-30,Mississippi,Single Family Residential,158600,1339
2014-10-01,2014-10-31,South Dakota,Condo/Co-op,114200,8
2016-11-01,2016-11-30,Colorado,Townhouse,336300,405
2014-04-01,2014-04-30,Vermont,Townhouse,233500,55
2019-11-01,2019-11-30,Wisconsin,Multi-Family (2-4 Unit),149000,356
2016-03-01,2016-03-31,Mississippi,Townhouse,118700,22
2012-12-01,2012-12-31,Minnesota,Multi-Family (2-4 Unit),150100,113
2017-08-01,2017-08-31,Florida,All Residential,233300,35331
2020-07-01,2020-07-31,New Mexico,Single Family Residential,459200,220
2014-01-01,2014-01-31,Arizona,Single Family Residential,200300,5012
